density,ng_norm
0.0,0.021739130434782608
0.0,0.06521739130434782
0.0,0.10869565217391304
0.0,0.15217391304347824
0.0,0.19565217391304346
0.0,0.2391304347826087
0.0,0.28260869565217395
0.0,0.32608695652173914
0.0,0.3695652173913043
0.0,0.4130434782608695
0.0,0.4565217391304348
0.0,0.5000000000000001
0.0,0.5434782608695654
0.0,0.5869565217391306
0.0,0.6304347826086958
0.0,0.673913043478261
0.0,0.7173913043478263
0.0,0.7608695652173914
0.0,0.8043478260869567
0.0,0.847826086956522
0.0,0.8913043478260871
0.0,0.9347826086956526
0.0,0.9782608695652177
0.029745022275322604,1.0217391304347831
0.0,1.0652173913043483
0.0,1.1086956521739135
0.0,1.1521739130434787
0.0,1.195652173913044
0.0,1.2391304347826093
0.017818040940899414,1.2826086956521745
0.01685360955024037,1.3260869565217397
0.030744854956846052,1.3695652173913049
0.054487934071828927,1.41304347826087
0.038852790157855005,1.456521739130435
0.048876874899388995,1.5
0.02303444537165591,1.5434782608695652
0.04253199600714571,1.5869565217391304
0.05088508678532239,1.6304347826086958
0.06863009605820303,1.6739130434782612
0.09945226146254896,1.7173913043478262
0.1190031249365472,1.7608695652173914
0.13667132373784924,1.8043478260869565
0.12125987330468127,1.8478260869565215
0.22090784600384045,1.8913043478260865
0.2395107597547419,1.9347826086956517
0.25932458876772685,1.9782608695652166
0.29461419518552434,2.021739130434782
0.44009275138709064,2.065217391304347
0.5988659381170858,2.108695652173912
0.5217400800936571,2.1521739130434776
0.7479918294747602,2.195652173913043
0.8052760982827616,2.239130434782608
1.2067470806150369,2.282608695652173
1.241471076965556,2.3260869565217384
1.1326357447550428,2.3695652173913038
1.226660243147753,2.413043478260869
1.2675036866714802,2.456521739130434
1.377630912106951,2.499999999999999
1.3524228496476398,2.5434782608695645
1.1204424508920712,2.58695652173913
0.9765901659390295,2.6304347826086953
0.8819719033203989,2.6739130434782603
0.7596683812373868,2.7173913043478253
0.8139558979250324,2.7608695652173907
0.6012373281823025,2.8043478260869557
0.5350413837621657,2.8478260869565206
0.4493961552700747,2.8913043478260856
0.4106285023910703,2.9347826086956506
0.32469622798928155,2.978260869565216
0.2911248648326743,3.021739130434781
0.2548415142849414,3.065217391304346
0.2171309046935094,3.1086956521739113
0.1833797974179618,3.152173913043476
0.1375414762525093,3.1956521739130412
0.1255213172844463,3.239130434782606
0.12119496476901685,3.282608695652171
0.07265723441974399,3.3260869565217366
0.08986372209492456,3.369565217391301
0.06641048119613192,3.4130434782608665
0.0731763418728756,3.4565217391304315
0.05616108497321689,3.4999999999999964
0.037323420706538546,3.543478260869562
0.04064077891412763,3.5869565217391264
0.033695208195448086,3.630434782608692
0.02390649713951644,3.6739130434782568
0.030977147407938492,3.7173913043478217
0.0295033405621686,3.760869565217387
0.012616395028748856,3.804347826086952
0.019076422588284705,3.847826086956517
0.01705417690734295,3.891304347826082
0.004895226292839087,3.934782608695647
0.010311266186646455,3.9782608695652124
0.016140389522706813,4.021739130434778
0.007586599771621939,4.065217391304342
0.009838574058438545,4.108695652173907
0.01238466935920343,4.152173913043473
0.00220167759281762,4.195652173913039
0.009129002002053575,4.239130434782604
0.012038292535885977,4.282608695652169
0.005062982514948528,4.326086956521735
0.007954520994995077,4.369565217391299
0.011174967325071882,4.413043478260865
0.01193439425847806,4.45652173913043
0.0031025123933556753,4.499999999999995
0.0032763920058489675,4.54347826086956
0.0033795437517031915,4.5869565217391255
0.0036110916991590855,4.630434782608691
0.011108286972685205,4.673913043478256
0.0,4.717391304347822
0.0,4.760869565217387
0.0,4.804347826086952
0.0,4.847826086956517
0.0,4.8913043478260825
0.004889592702792756,4.934782608695647
0.0051379348014483515,4.978260869565212
