density,ng_norm
0.005292785157127927,5.021739130434778
0.011044944120346204,5.065217391304342
0.0,5.108695652173907
0.0,5.152173913043473
0.006250520056716423,5.195652173913039
0.0,5.239130434782604
0.0,5.282608695652169
0.01377153477991724,5.326086956521735
0.0,5.369565217391299
0.007483152016085931,5.413043478260865
0.0,5.45652173913043
0.0,5.499999999999995
0.0,5.54347826086956
0.008252566330521835,5.5869565217391255
0.0,5.63043478260869
0.0,5.6739130434782545
0.0,5.71739130434782
0.0,5.760869565217385
0.00939919779027535,5.80434782608695
0.0,5.847826086956515
0.010181737680513952,5.891304347826081
0.0,5.934782608695645
0.0,5.978260869565211
0.0,6.021739130434776
0.0,6.065217391304341
0.0,6.108695652173905
0.0,6.152173913043471
0.0,6.195652173913036
0.0,6.2391304347826
0.0,6.282608695652166
0.0,6.326086956521731
0.0,6.369565217391296
0.0,6.413043478260861
0.01564634813912194,6.456521739130427
0.0,6.499999999999991
0.0,6.5434782608695565
0.017760377377983885,6.586956521739122
0.0,6.6304347826086865
0.0,6.673913043478251
0.0,6.717391304347816
0.0,6.760869565217382
0.0,6.804347826086946
0.0,6.847826086956512
0.0,6.891304347826077
0.0,6.934782608695642
0.0,6.978260869565207
0.0,7.0217391304347725
0.0,7.065217391304337
0.0,7.1086956521739015
0.0,7.152173913043468
0.02667293613510095,7.195652173913032
0.0,7.239130434782597
0.0,7.282608695652162
0.0,7.326086956521728
0.0,7.369565217391292
0.0,7.413043478260858
0.0,7.456521739130423
0.0,7.499999999999988
0.0,7.543478260869553
0.0,7.586956521739118
0.0,7.630434782608683
0.0,7.673913043478247
0.0,7.717391304347813
0.0,7.760869565217378
0.0,7.804347826086943
0.0,7.847826086956508
0.0,7.891304347826074
0.0,7.934782608695638
0.0,7.9782608695652035
0.0,8.021739130434769
0.0,8.065217391304333
0.0,8.1086956521739
0.0,8.152173913043463
0.0,8.195652173913029
0.0,8.239130434782595
0.0,8.282608695652161
0.0,8.326086956521728
0.0,8.369565217391292
0.0,8.413043478260857
0.0,8.456521739130423
0.0,8.499999999999988
0.0,8.543478260869552
0.0,8.586956521739118
0.0,8.630434782608683
0.0,8.673913043478247
0.0,8.717391304347814
0.0,8.760869565217378
0.0,8.804347826086943
0.0,8.847826086956509
0.07341747972972602,8.891304347826074
0.0,8.934782608695638
0.0,8.978260869565204
0.0,9.021739130434769
0.0,9.065217391304333
0.0,9.1086956521739
0.0,9.152173913043463
0.0,9.195652173913029
0.0,9.239130434782595
0.0,9.282608695652161
0.0,9.326086956521728
0.0,9.369565217391292
0.0,9.413043478260857
0.0,9.456521739130423
0.0,9.499999999999988
0.0,9.543478260869552
0.0,9.586956521739118
0.0,9.630434782608683
0.0,9.673913043478247
0.0,9.717391304347814
0.0,9.760869565217378
0.0,9.804347826086943
0.0,9.847826086956509
0.0,9.891304347826074
0.0,9.934782608695638
0.0,9.978260869565204
0.0,10.021739130434769
0.0,10.065217391304333
0.0,10.1086956521739
0.0,10.152173913043463
0.0,10.195652173913029
0.0,10.239130434782595
0.0,10.282608695652161
0.0,10.326086956521728
0.0,10.369565217391292
0.0,10.413043478260857
0.0,10.456521739130423
0.0,10.499999999999988
0.0,10.543478260869552
0.0,10.586956521739118
0.0,10.630434782608683
0.0,10.673913043478247
0.0,10.717391304347814
0.0,10.760869565217378
0.0,10.804347826086943
0.0,10.847826086956509
0.0,10.891304347826074
0.0,10.934782608695638
0.0,10.978260869565204
0.0,11.021739130434769
0.0,11.065217391304333
0.0,11.1086956521739
0.0,11.152173913043463
0.0,11.195652173913029
0.0,11.239130434782595
0.0,11.282608695652158
0.0,11.326086956521724
0.0,11.369565217391289
0.0,11.413043478260853
0.0,11.45652173913042
0.0,11.499999999999984
0.0,11.543478260869549
0.0,11.586956521739115
0.0,11.63043478260868
0.0,11.673913043478244
0.0,11.71739130434781
0.0,11.760869565217375
0.0,11.80434782608694
0.0,11.847826086956506
0.0,11.89130434782607
0.0,11.934782608695635
0.0,11.9782608695652
0.0,12.021739130434765
0.0,12.06521739130433
0.0,12.108695652173896
0.0,12.152173913043459
0.0,12.195652173913025
0.0,12.239130434782592
0.0,12.282608695652158
0.0,12.326086956521724
0.0,12.369565217391289
0.0,12.413043478260853
0.0,12.45652173913042
0.0,12.499999999999984
0.0,12.543478260869549
0.0,12.586956521739115
0.0,12.63043478260868
0.0,12.673913043478244
0.0,12.71739130434781
0.0,12.760869565217375
0.0,12.80434782608694
0.0,12.847826086956506
0.0,12.89130434782607
0.0,12.934782608695635
0.0,12.9782608695652
